Event_ID,Fire_Name,Lat,Long,Fire_Year,Fire_Month,Total_area_burned(ha),Unchanged(ha),Low_Severity(ha),Moderate_Severity(ha),High_Severity(ha),Grass_Burned(ha),CO2(kg),CO(kg),CH4(kg),NMOC(kg),SO2(kg),NH3(kg),NO(kg),NO2(kg),NOx(kg),PM2.5(kg),OC(kg),BC(kg)
CA3621511813520030827,SUMMIT COMPLEX,36.229,-118.141,2003,8,2574.72,0.18,676.89,1170.27,373.41,353.97,157471015.9,7774928.82,337302.243,2339577.36,99723.258,115047.6795,101929.581,106499.7729,139929.714,977076.756,988873.614,48008.8602
CA3648711874620030927,KAWEAH-KERN COMPLEX (PARADISE 2),36.487,-118.746,2003,9,529.65,0,376.83,140.67,12.15,0,65938733.64,3220006.95,146288.196,960221.52,37384.6707,47391.9174,36488.205,39570.3036,49074.687,420929.685,454877.955,17053.6113
CA3687712096320030630,I-5,36.877,-120.963,2003,6,445.32,0,73.26,372.06,0,0,2425305.96,95578.56,4949.604,47789.28,5120.28,955.7856,4949.604,5290.956,6656.364,12288.672,4437.576,631.5012
CA3709612116720030616,152,37.096,-121.167,2003,6,689.94,1.17,88.38,566.19,34.2,0,4900989.42,204858.72,10262.277,89911.44,8356.9878,2338.0641,8071.641,8650.1583,10846.872,26584.866,15680.844,1252.9404
CA3723012124520030827,ANNIE,37.23,-121.245,2003,8,7032.96,0.54,5510.88,1492.38,15.03,14.13,296138650.7,14575394.7,628066.368,4461586.56,204715.0206,214351.3944,210100.482,218388.2004,289033.65,1815233.058,1778353.038,93174.8526
CA3738712152220030827,JUMP,37.387,-121.522,2003,8,1949.13,0.9,1073.52,849.69,24.3,0.72,64084018.14,3030639.84,142005.033,975594.96,49495.3614,42787.5381,47553.165,51774.8859,63601.848,400255.434,406715.58,15686.7948
CA3743212140220030720,DEL PUERTO,37.432,-121.402,2003,7,2606.94,0,1697.76,883.71,20.61,4.86,78794882.82,3719892.69,174070.413,1205861.76,62647.8759,52355.5767,60336.396,65533.1247,80798.445,490029.993,492301.269,19508.6439
CA3749212157220030827,DEVIL,37.492,-121.572,2003,8,2014.56,0,1527.57,404.55,82.44,0,126742235.9,6102318.42,282542.175,1872709.2,80748.7164,88331.8743,77660.361,84877.6581,103824.018,805722.876,859008.654,31193.5338
CA3755112133520030601,BIRD,37.551,-121.335,2003,6,3124.44,0,237.06,2460.87,202.77,223.74,21032059.5,862238.79,43534.431,396328.32,38963.5245,9437.2461,37689.588,40314.1941,50689.935,111179.331,56253.447,5479.6365
CA3814611990020030720,MOUNTAIN COMPLEX,38.146,-119.9,2003,7,1631.52,60.93,822.24,576,171.9,0.45,101737568.5,4910702.4,227160.72,1495663.2,62573.508,71338.6404,60132.384,65821.4532,80346.708,648859.176,697499.496,24968.3724
CA3838211998820030831,WHITT,38.382,-119.988,2003,8,460.8,2.43,132.12,245.79,69.57,10.89,26000885.52,1289920.59,55434.708,385490.16,16126.4079,19179.1602,16633.161,17272.9872,22917.735,161090.793,162657.279,8126.3529
CA3883112245320030903,MORGAN,38.831,-122.453,2003,9,996.66,0.72,309.96,478.17,207.81,0,8077444.74,341961.93,16956.225,146088,13133.5371,3999.5163,12700.26,13605.0147,17074.449,44305.893,27764.145,2085.0003
CA3891612228220030903,FORTY,38.916,-122.282,2003,9,529.74,129.69,323.91,75.78,0.36,0,2290942.62,91295.73,4674.969,44722.08,4705.5879,936.1863,4555.944,4865.5143,6131.025,11692.089,4531.581,606.7539
CA3950412282120030903,GRINDSTONE COMPLEX (DEAFY),39.504,-122.821,2003,9,1984.32,0,277.02,685.35,1021.95,0,114889722.5,5594809.23,250498.566,1709431.92,75010.7763,81717.2352,74504.115,79448.2218,101054.331,719223.813,741225.375,31904.4861
CA3953112272720030903,GRINDSTONE COMPLEX (HAPPY CAMP),39.531,-122.727,2003,9,859.5,0,416.7,353.16,89.37,0.27,72035163.9,3477777.57,161119.827,1056788.64,43708.0563,50558.0157,41909.922,45968.0841,55937.709,460306.125,497046.933,17537.3055
CA3963412282820030928,SPANISH,39.634,-122.828,2003,9,2584.71,3.69,844.83,899.55,836.37,0.27,108851500.6,5188843.98,241981.137,1634707.44,77340.618,74092.7601,74289.015,81050.2659,99313.398,685603.908,712932.21,26637.3774
CA3976112013320030720,CHILCOOT COMPLEX,39.761,-120.133,2003,7,2331.54,0.27,472.95,1417.23,366.03,75.06,112024711.3,5358241.53,248731.911,1676855.52,77776.1703,76827.1473,74926.026,81611.7741,100287.153,706231.737,736702.209,27755.3547
CA4016112413420030904,HONEYDEW,40.161,-124.134,2003,9,5124.42,51.57,1916.28,1707.84,1442.25,6.48,395810613.7,19079499.87,885064.392,5820780.24,244466.8263,276799.2066,234316.341,256957.8408,312718.347,2526022.881,2718482.319,96194.7189
CA4025912391820030930,CANOE,40.259,-123.918,2003,9,4403.43,0.27,2885.49,1077.93,439.74,0,407308377.2,19697439.6,912167.64,5953802.4,240787.152,287049.2148,230671.728,253362.7764,307707.876,2608864.272,2833726.032,98874.6588
CA4033712044320030702,A-3,40.337,-120.443,2003,7,466.56,0.09,309.06,150.66,6.03,0.72,3769257.6,159955.2,7945.884,67783.68,6019.1928,1881.5364,5811.948,6234.0588,7808.184,20805.192,13436.352,958.86
CA4062512025120031015,SECRET,40.628,-120.24,2003,10,455.31,0,323.64,124.92,0.18,6.57,31553596.08,1900012.23,45491.598,476224.56,14896.0287,32616.8784,25413.039,18858.9762,40687.623,159873.849,82842.651,24809.1921
CA4063112184820031027,WHITMORE,40.631,-121.848,2003,10,500.58,0,53.1,72.36,375.03,0.09,38096592.48,2211412.41,60538.158,571286.16,18714.9033,37093.1004,28902.141,22832.037,45238.041,202512.735,130782.069,26137.6191
CA4070012000420030721,SMOKE,40.699,-119.999,2003,7,1995.84,0,1347.48,491.04,0.09,157.23,26835433.02,1206240.57,57954.465,445039.2,31605.8139,15727.1319,30505.212,32853.7359,40945.365,157872.645,133098.273,6754.4559
CA4078912330120030914,LOMA,40.789,-123.301,2003,9,1508.04,0,857.16,428.76,220.41,1.71,132583693.1,6408067.68,296615.079,1941652.08,79405.1874,93292.6707,76156.803,83546.0685,101651.328,848007.27,917948.052,32312.0988
CA4125312008820030731,BARBER,41.253,-120.088,2003,7,574.65,4.23,262.71,253.17,46.08,8.46,4225054.5,178232.04,8791.425,77209.2,7091.6778,2064.9465,6879.681,7349.9319,9262.944,22892.958,13489.704,1125.882
CA4174312132820030726,ACKLEY,41.743,-121.328,2003,7,4137.39,18,3648.69,250.38,0,220.32,23348243.88,920419.02,47640.672,460002.24,49270.3758,9210.1968,47633.058,50914.2924,64061.226,118300.914,42726.942,6087.0006
CA3258511651420040913,BORDER,32.585,-116.514,2004,9,363.24,0,56.07,304.02,3.15,0,2693221.92,116181.27,5528.574,48656.88,4320.7767,1395.1368,4235.895,4492.4202,5729.319,14588.577,8681.715,783.3969
CA3322011664620040713,MATAGUAY,33.216,-116.651,2004,7,3633.93,0.36,238.23,2009.97,1385.37,0,74344645.98,3465437.67,161658.585,1173816,69491.7729,47734.9371,67533.174,72630.9855,90858.699,451041.903,422354.151,19346.8761
CA3338111731820040502,INDIA,33.381,-117.318,2004,5,864.9,98.46,189.72,497.52,78.39,0.81,11383862.76,536027.49,23501.43,186001.2,12174.6933,7389.6912,12287.313,12821.715,16811.793,65848.131,53377.137,3684.8007
CA3348111700420040502,EAGLE,33.481,-117.004,2004,5,3771.72,228.42,1013.13,2246.58,283.59,0,36131759.82,1590749.82,76757.013,621794.16,49171.77,19976.1597,47670.003,51073.1415,64135.638,206011.044,154503.882,9445.1454
CA3350011684320040425,PLEASURE,33.5,-116.843,2004,4,1056.6,148.14,373.5,531,3.96,0,5602854.42,230571.09,11261.925,107496,10864.8423,2516.7879,10629.54,11269.9791,14369.157,28707.849,11765.925,1647.6399
CA3360811688220040717,MELTON,33.608,-116.882,2004,7,1602.27,182.79,537.66,869.04,12.78,0,25645078.08,1188361.8,55704.222,408248.64,24993.5904,16229.4138,24255.09,26094.1302,32616.864,154817.28,142671.78,6635.9736
CA3376011738120040503,CERRITO,33.76,-117.381,2004,5,7233.48,1193.4,3325.95,2684.79,24.21,5.13,37388493,1548752.85,76486.878,704032.56,68801.1741,17232.5448,66970.881,71306.1846,90321.993,196339.419,95952.969,10381.8735
CA3387811670420040711,VERBENIA,33.878,-116.704,2004,7,1619.64,49.59,1120.41,426.69,16.83,6.12,32347690.74,1502232.84,70609.851,511222.32,30479.859,20606.2839,29488.131,31815.5985,39594.636,196574.058,184711.464,8217.5328
CA3399011668120040512,COTTONWOOD,33.99,-116.681,2004,5,758.52,25.29,619.74,113.13,0,0.36,4621943.16,187661.07,9455.778,88612.56,8998.2675,2005.164,8728.911,9312.9354,11755.719,23952.501,10576.359,1245.5937
CA3435511749720040907,RUNWAY,34.355,-117.497,2004,9,572.58,0.54,145.8,421.74,4.23,0.27,3443589,142987.5,6807.6,66312,6715.395,1580.04,6617.25,6978.51,8973.45,17417.25,6468.75,1086.255
CA3437011847020040717,CROWN COMPLEX (FOOTHILL),34.37,-118.47,2004,7,2617.02,46.26,954.63,1037.52,578.61,0,37144107.18,1689031.44,80746.191,604296.72,40274.541,22450.2327,38822.499,41902.5969,52066.692,221708.79,196377.156,9258.6456
CA3445411811320040720,CROWN COMPLEX (CROWN),34.454,-118.113,2004,7,5055.39,87.39,3373.29,1563.21,20.7,10.8,47847143.7,2081291.67,101681.055,833695.2,68336.8029,25623.5265,66052.188,70883.3817,88758.747,270783.459,196394.967,12238.5825
CA3448712019620040605,GAVIOTA,34.487,-120.196,2004,6,3083.76,445.86,1368.54,1043.28,205.83,20.25,38171619.36,1738527.66,82722.402,621606.24,41487.3306,23142.6954,40098.78,43192.3986,53843.562,227321.046,200053.35,9679.7502
CA3459711869120040807,EAST,34.597,-118.691,2004,8,568.53,10.98,261.45,275.49,20.61,0,6889179.6,309173.85,14781.978,115108.56,8349.3441,4013.7768,8088.201,8683.6806,10875.033,40205.799,32994.549,1780.4655
CA3472411990120040503,CACHUMA,34.724,-119.901,2004,5,432.18,0.9,89.1,223.38,118.8,0,16741118.7,795644.28,37153.701,252835.92,12317.2578,11311.6761,11838.429,12899.6415,15833.124,105059.574,108180.216,4106.52
CA3474111860820040712,PINE,34.741,-118.608,2004,7,7409.34,22.5,2713.86,3120.93,1551.87,0.18,292664100.1,13921384.59,650093.769,4410996.48,212709.4101,198193.1571,204312.546,222793.6383,273161.727,1839355.803,1901405.979,71598.1797
CA3617411872220040812,DEEP,36.174,-118.722,2004,8,1363.05,0.36,406.35,453.69,467.46,35.19,88888643.64,4654726.65,173517.336,1324390.32,51806.7477,72400.3614,60801.615,57616.1136,87933.897,524488.995,471664.845,38750.2263
CA3623712057320040711,GATOS,36.237,-120.573,2004,7,407.97,0,328.14,79.65,0.18,0,24988533.3,1203184.8,55848.735,368233.2,15659.253,17428.2795,15010.875,16453.4805,20036.16,159279.03,170874.9,6074.406
CA3741912166620040808,KINCAID,37.419,-121.666,2004,8,493.38,0,230.49,154.8,108.09,0,25470382.14,1223258.85,56527.821,379343.52,17078.5287,17630.2899,16493.94,17947.3851,22098.177,160919.865,168935.445,6373.1763
CA3748711994820040912,OLD HWY,37.487,-119.948,2004,9,563.85,6.84,262.26,267.12,23.94,3.69,37836272.16,1984970.34,73723.788,563139.36,21819.6234,30927.492,25727.634,24306.3396,37266.426,223163.91,200587.266,16602.8022
CA3762512119620040719,PELICAN,37.625,-121.196,2004,7,589.77,112.59,84.33,266.4,126.45,0,13728973.68,817224.75,20246.76,208076.4,6904.8135,13914.5166,11246.301,8578.9188,17825.967,70090.929,37576.719,10458.5841
CA3788611994620040809,EARLY,37.886,-119.946,2004,8,696.69,1.53,57.6,276.57,360.72,0.27,74155894.56,3832075.44,149979.402,1090736.64,40557.9852,59119.2774,46017.162,44749.2114,65742.3,448549.812,430832.088,29031.7932
CA3791712067420040806,CALAVERAS COMPLEX,37.917,-120.674,2004,8,1490.13,9.99,156.42,1192.77,130.95,0,119476618.4,5796280.17,264886.299,1756997.28,73024.4727,84598.6725,71018.262,77060.3913,95402.313,758952.585,809361.513,30617.8371
CA3796411972720041015,HETCHY,37.964,-119.727,2004,10,831.15,5.58,300.15,288.18,182.25,54.99,66547405.98,3348969.39,139629.033,982114.56,39110.1669,50479.4259,41577.138,42293.3823,57974.319,409707.531,408857.067,22472.0181
CA3817312087120040903,PATTISON,38.173,-120.871,2004,9,1157.49,1.17,316.89,613.8,225,0.63,74693779.2,3630370.41,164461.482,1103383.44,46816.3161,53020.7712,45957.393,49488.363,62002.233,471703.023,496325.997,19816.0335
CA3818712042520040806,ARMSTRONG,38.187,-120.425,2004,8,436.41,0.09,67.59,130.68,237.69,0.36,51918085.44,2557081.62,113534.838,758172.96,29546.127,37904.0526,29549.052,31466.3382,40170.006,328430.97,348277.338,14523.0498
CA3850212028020041006,POWER,38.502,-120.28,2004,10,6985.17,19.17,1267.2,2268.36,3406.77,23.67,732849693.7,38425353.48,1444955.985,10800810,395065.7586,599647.4037,465743.889,440903.3139,674385.372,4370495.814,4056114.096,312282.5832
CA3859811954820040625,DANA,38.598,-119.548,2004,6,1236.33,11.43,595.44,378.72,137.16,113.58,73079632.98,3572355.24,158809.689,1085269.68,46889.1306,52385.8905,46868.985,49766.8455,63740.52,457083.774,470558.52,20710.7676
CA3872912274620040903,GEYSERS,38.729,-122.746,2004,9,4886.28,23.76,1402.38,2246.31,1199.25,14.58,150081816.2,7277408.1,319166.514,2300870.88,116438.5638,105093.6282,117687.456,123394.3002,160946.19,913258.314,873143.154,45676.9818
CA3875712227420041010,RUMSEY,38.757,-122.274,2004,10,15918.03,18.09,8178.3,7276.23,390.6,54.81,174990317.9,7772525.73,370885.257,2988728.64,230779.5255,98933.9715,224520.624,240015.6531,302522.661,1000989.369,762529.581,46878.1983
CA3878712031820041013,FREDS,38.787,-120.318,2004,10,3297.06,3.42,435.24,887.4,1952.64,18.36,330470212.3,17350509.69,649344.942,4876125.84,179153.4537,270989.5356,211914.909,200103.237,307208.889,1966197.375,1813392.981,142245.7119
CA3959712149920040811,OREGON,39.597,-121.499,2004,8,803.43,3.87,135.36,383.94,280.26,0,76862367.18,4121781.3,145349.325,1136689.2,40569.48,65433.1581,50760.351,46113.7023,74952.162,447944.184,391591.494,36971.8866
CA4059012252520040321,POWER TOWER,40.59,-122.525,2004,3,632.7,1.71,541.44,77.13,10.26,2.16,40606792.2,1968079.86,89834.742,599264.64,25412.4846,28674.5922,24763.068,26813.457,33298.938,257220.018,272407.122,10490.211
CA4070212354420040728,SIMS,40.702,-123.544,2004,7,1540.89,4.5,237.51,409.95,888.93,0,78348677.22,3751207.74,174436.929,1167976.08,53059.7556,53891.7453,50974.623,55671.2559,68134.986,495642.276,521506.242,19193.7114
CA4071812219420040811,BEAR,40.718,-122.194,2004,8,4437.36,108.45,1835.64,1720.98,772.29,0,375141710.3,18119111.04,839070.369,5500309.68,226625.1606,263547.2097,217348.677,238384.9431,290119.644,2397803.922,2591086.068,91407.5208
CA4074012270320040814,FRENCH,40.74,-122.703,2004,8,5537.25,18.54,1445.22,2755.17,1267.02,51.3,303360433.7,14643299.25,670240.989,4507814.88,199189.0143,212184.2907,193911.516,209857.6467,260704.305,1913979.969,2005509.069,78252.8643
CA4082612107820040722,STRAYLOR,40.826,-121.078,2004,7,1412.82,1.44,484.02,517.14,361.17,49.05,136846304.1,7116585.03,273203.991,2018322.72,75363.3333,110302.2081,86947.164,83531.9385,124965.099,821084.139,772944.831,55924.5105
CA4195112245520040724,IRONGATE,41.951,-122.455,2004,7,946.44,73.26,5.13,156.69,711.36,0,42893040.42,2050031.52,95526.189,640741.68,29468.6622,29386.6533,28278.225,30899.2707,37780.884,271123.722,284572.26,10456.9344
CA3257711672220051005,BORDER 50,32.577,-116.722,2005,10,1239.57,0.18,466.47,674.64,98.1,0.18,7826477.58,317154.15,16158.501,149310.72,15055.5177,3386.4327,14551.218,15568.8435,19564.443,40937.607,19237.527,2024.6841
CA3333611739720050929,UNNAMED,33.336,-117.397,2005,9,603.27,0.54,328.05,272.88,0.81,0.99,3233981.88,127558.08,6602.418,63660.96,6808.7772,1278.3114,6581.754,7035.8742,8851.248,16402.644,5980.536,841.8456
CA3381711691820050622,SOBOBA,33.817,-116.918,2005,6,822.15,0.63,441.18,377.91,2.43,0,7007506.74,299694.24,14823.855,124700.4,10796.6898,3578.4603,10423.179,11185.9173,14001.12,39026.07,26308.116,1778.0508
CA3386811663820050826,BLAISDELL,33.868,-116.638,2005,8,2160.27,231.21,1506.96,415.26,1.17,5.67,13046536.44,534018.24,27066.942,245780.64,24169.0932,5831.091,23351.958,24999.4962,31390.632,69076.476,35256.312,3357.7488
CA3392111776420050705,YORBA LINDA,33.921,-117.764,2005,7,502.92,0.54,198.99,271.98,31.41,0,11356405.56,528903.36,24983.622,177524.64,10157.0436,7299.2214,9771.39,10597.0266,13084.632,69709.356,67398.84,2796.0192
CA3395611711120051005,WOODHOUSE,33.956,-117.111,2005,10,2574.09,64.8,332.01,1989.99,187.29,0,14930348.94,601791.84,30767.841,286575.12,29244.267,6349.0869,28261.701,30235.7835,37997.856,77654.538,34998.444,3861.0468
CA3397511715020050928,SAN TIMOTEO,33.975,-117.15,2005,9,424.08,0,64.53,345.78,13.77,0,2797631.64,114661.44,5807.412,52619.04,5157.3312,1255.572,4982.868,5334.7392,6698.052,14834.736,7645.752,719.7228
CA3404911655920050622,PARADISE,34.049,-116.559,2005,6,1400.67,1.62,496.62,883.98,7.92,10.53,12813864.48,628004.43,22430.502,226430.64,17678.5155,8817.8328,19213.587,18931.437,27096.147,64403.541,26285.103,6540.9381
CA3411611700820051005,THURMAN,34.116,-117.008,2005,10,435.15,1.17,63.27,153.54,217.17,0,12203767.26,573492.96,26961.633,187857.36,10044.4158,8021.7405,9656.037,10494.6003,12921.768,75677.274,75364.668,2994.5052
CA3417711650220050619,PIONEER,34.177,-116.502,2005,6,811.08,0.09,294.21,499.95,0,16.83,9069060.24,462227.04,15338.376,156496.32,11159.208,6784.6464,12597.336,12096.648,18012.456,45506.448,19013.184,5091.8328
CA3421511829520050929,HARVARD,34.215,-118.295,2005,9,415.17,0.09,283.95,125.01,6.12,0,5099709.96,227684.16,11000.898,85304.16,6229.8828,2936.781,6006.762,6470.8398,8059.608,29834.244,24636.168,1275.0192
CA3421811869620050928,TOPANGA,34.218,-118.696,2005,9,9765.99,4.77,813.06,4657.14,4282.47,8.55,131519660.2,5962610.79,285716.691,2148448.32,145271.9925,78886.5345,139981.032,151086.7233,187713.423,782959.707,687260.583,32706.8829
CA3430711926420051118,SCHOOL,34.307,-119.264,2005,11,1442.97,116.64,1089.45,223.65,10.17,3.06,12570837.48,553691.79,26850.294,215243.28,16816.6251,6969.366,16256.115,17457.687,21842.055,72121.149,55360.215,3210.9201
CA3454111816120050705,TOVEY,34.541,-118.161,2005,7,479.43,0,115.2,347.94,16.29,0,4642678.8,203009.67,9912.528,80138.16,6410.3715,2524.8078,6187.689,6649.6428,8309.115,26499.573,19901.691,1173.2805
CA3469311837020050627,MUNZ,34.693,-118.37,2005,6,563.58,3.96,503.82,55.53,0.27,0,4706537.76,203245.83,9992.196,82692.72,6932.5083,2470.8258,6693.741,7186.3416,8991.243,26482.077,18711.819,1194.4197
CA3481111887720050903,GORMAN,34.811,-118.877,2005,9,987.66,20.88,208.8,562.5,195.48,0,17576124.66,816838.56,38628.171,275739.12,16014.8394,11236.6143,15409.143,16703.4609,20636.856,107628.318,103317.012,4330.7892
CA3508611531720050622,HACKBERRY COMPLEX,35.086,-115.317,2005,6,28258.38,4.59,12392.37,15356.07,37.98,467.37,634765712.4,31778809.83,1246138.38,10019790,547639.6491,469376.469,593361.477,590103.9288,834799.203,3642692.301,2944913.643,258513.8445
CA3509311838420050709,HIGH,35.093,-118.384,2005,7,417.06,0,107.91,302.58,5.31,1.26,13703491.98,648240.48,30369.825,208515.6,10553.4126,9155.7621,10139.013,11040.0651,13560.48,85616.01,87073.452,3354.0516
CA3530711675720050525,RANGE,35.307,-116.757,2005,5,1000.53,3.96,666.18,18.54,0,311.85,6645001.32,284875.38,12865.608,126063.36,12276.0882,3323.2752,12264.102,12809.3796,16728.174,33571.566,12689.298,2329.4034
CA3539211577520050803,HALLORAN,35.392,-115.775,2005,8,422.46,0,402.75,19.71,0,0,8911020.96,503898.39,13567.374,143236.08,7175.8071,8189.4456,9573.831,8238.8538,14435.847,44502.273,19829.619,6298.3377
CA3553911883420050921,PINE,35.539,-118.834,2005,9,768.42,1.71,201.69,553.14,11.79,0.09,6162788.7,260056.8,12958.929,111664.08,10091.5038,3025.2429,9745.173,10449.3123,13093.704,33796.602,21125.052,1570.662
CA3560911986420050703,CARO,35.608,-119.837,2005,7,532.35,0,434.16,97.56,0,0.63,5775256.44,317134.89,9078.606,94831.92,5370.1785,5018.3784,6737.301,6032.187,9975.501,28882.143,12633.669,3836.0043
CA3569311842220050709,NINE,35.693,-118.422,2005,7,501.84,0.45,103.59,392.4,5.22,0.18,3555241.38,148112.55,7425.765,65556,6159.9105,1678.3011,5952.546,6375.8223,8001.207,19188.639,11011.599,913.9581
CA3576812083120050622,UNNAMED,35.768,-120.831,2005,6,517.14,2.97,39.42,446.94,27.72,0.09,3362427,139464,7016.58,62301.6,5917.536,1566.468,5716.26,6123.456,7682.58,18077.04,10137.24,861.75
CA3581011591620050722,KINGSTON,35.81,-115.916,2005,7,1512.99,0,771.93,698.76,0,42.3,10219413.24,437965.47,19889.712,193231.44,18713.7783,5114.097,18664.605,19519.776,25440.075,51921.297,20550.735,3525.6213
CA3592511748620050718,CHINA LAKE,35.925,-117.486,2005,7,4114.89,0,910.8,3188.88,4.14,11.07,59360878.62,3095704.35,101373.669,988375.68,62153.7813,46800.6183,72087.462,68060.4075,104029.407,306654.363,158583.843,33500.5749
CA3593312121920050825,UNNAMED,35.933,-121.219,2005,8,15811.56,566.01,9048.15,5585.85,532.98,78.57,366257511.4,17238725.46,802821.816,5669759.52,309247.8714,241148.9628,299680.758,323601.9984,402526.746,2254896.918,2204528.922,93529.9782
CA3600911763520050819,UNNAMED,36.009,-117.635,2005,8,3659.67,0.27,1666.26,1991.52,0,1.62,65451751.74,3559466.7,106333.551,1065795.12,59224.2192,55998.5499,73358.685,66295.8081,108171.882,334498.68,167501.25,41290.7058
CA3648912045820050604,FIVE,36.489,-120.458,2005,6,1059.3,48.78,55.17,928.89,24.84,1.62,5238441.36,206586.63,10686.294,103189.68,11048.2479,2068.8696,10682.487,11417.3082,14367.591,26541.801,9588.123,1367.7777
CA3651711910820050707,MILLWOOD,36.517,-119.108,2005,7,1213.29,0.54,302.4,876.24,33.12,0.99,70817798.34,3407062.77,157458.249,1050295.68,46199.9727,49236.7707,44560.584,48567.8619,59657.877,448766.433,474743.781,17624.3823
CA3654012136120050613,JOHNSON,36.54,-121.361,2005,6,566.91,5.22,79.38,462.78,13.77,5.76,6728001.48,332290.35,12312.594,114184.08,7994.1843,4755.672,8678.799,8574.4386,12230.271,35600.661,20281.671,3173.5881
CA3728211985320050702,BAILEY,37.282,-119.853,2005,7,471.06,0,375.48,94.95,0.54,0.09,36135431.1,1756698.12,79943.535,531046.8,21918.7854,25692.9975,21400.983,23158.2537,28798.632,229349.034,244233.072,9387.378
CA3766112156520050719,TESLA,37.661,-121.565,2005,7,2685.6,3.42,223.56,1644.03,434.16,380.43,15241352.22,601953.12,31133.871,299578.32,31955.1066,6051.8655,30889.179,33021.9081,41539.716,77421.438,28636.956,3965.9544
CA3937412284420050809,DEER,39.374,-122.844,2005,8,688.59,0,144.09,185.22,336.6,22.68,27631608.48,1359330.48,58426.434,417761.28,19499.7564,19965.339,20044.386,20800.8234,27595.404,168801.732,163865.304,8781.5196
CA3963512032120050824,HARDING,39.635,-120.321,2005,8,955.26,1.08,195.75,352.08,293.67,112.68,66988713.78,3504726,131056.083,997461.36,38942.4546,54479.9079,45603.927,43284.7449,65903.76,395846.118,357403.068,29017.1196
CA4030012273420050810,36,40.3,-122.734,2005,8,917.55,0,619.29,295.92,1.71,0.63,23522500.08,1103374.08,51923.07,363240,19703.7036,15391.5786,18944.838,20580.3486,25355.7,145564.02,144105.552,5775.8436
CA4044412185520050826,MANTON,40.444,-121.855,2005,8,916.83,1.26,415.35,349.2,146.43,4.59,85166186.22,4296106.08,179044.713,1250274.96,48105.7182,64964.7837,51279.597,52117.4691,71565.984,526219.866,530370.828,28672.7364
CA4148912327020050920,WOOLEY,41.489,-123.27,2005,9,1310.31,5.13,797.58,332.46,175.14,0,120740364.9,5835088.8,270329.301,1767017.52,72010.6542,84956.8221,68987.097,75753.2907,92031.876,772825.338,837960.228,29307.96
CA3681812080420050801,I-5,36.818,-120.804,2005,8,1547.46,0.54,0.18,1220.67,311.13,14.94,8451535.86,335560.23,17295.813,165166.56,17432.7057,3416.6475,16852.77,18017.5095,22663.935,43173.423,16813.215,2199.7557
CA3690312082320050603,DOS AMIGOS,36.903,-120.823,2005,6,569.07,44.91,0,425.61,0,98.55,2902428,116812.8,5977.332,55808.64,5714.6184,1228.2012,5522.724,5908.1364,7425.432,15069.816,6703.776,750.924
CA3271711662220060723,HORSE,32.717,-116.622,2006,7,6764.4,1.44,342.54,4391.64,2028.78,0,63217759.86,2732282.46,134291.601,1109232.72,92678.6484,33269.9013,89475.903,96074.3079,120179.106,356126.148,252930.402,16024.7682
CA3341011845320060722,EMPIRE,33.41,-118.453,2006,7,387.99,0,205.2,181.62,0.99,0.18,2739370.14,113113.44,5705.127,51045.84,4907.2842,1258.5735,4740.723,5077.2897,6371.892,14651.406,7967.772,703.0728
CA3382311769020060206,SIERRA,33.823,-117.69,2006,2,3801.15,3.06,293.22,2399.67,1104.39,0.81,42235417.98,1864810.08,90645.399,718336.08,55137.1914,23598.4455,53183.331,57224.8449,71384.004,243966.222,192085.884,10600.8696
CA3386111687920061026,ESPERANZA,33.861,-116.879,2006,10,16414.29,116.46,7839.09,7320.69,1121.94,16.11,151244614.1,6558654.78,321875.82,2640636,217829.3526,80362.3536,210248.118,225842.1156,282350.07,855587.61,618747.822,38238.2586
CA3387911608820060707,PUSHWALLA,33.879,-116.088,2006,7,998.37,0,588.51,299.79,0,110.07,7164098.28,317270.88,13563.972,133763.04,12462.336,3893.5008,12650.292,13066.236,17369.532,36151.056,13914.648,2775.5316
CA3395211691920060917,RANCH,33.952,-116.919,2006,9,839.07,0,84.78,665.1,89.01,0.18,5569995.06,241385.76,11853.333,97317.36,8043.3918,2954.4165,7762.617,8338.7763,10424.268,31494.474,22727.988,1407.0312
CA3398111702120060916,ORCHARD,33.981,-117.021,2006,9,650.97,0,86.76,506.88,57.33,0,4141533.96,170084.16,8604.738,77700.96,7576.5708,1870.605,7320.042,7837.6878,9839.448,22012.164,11514.888,1064.7792
CA3407111634020060722,WHISPERING PINES,34.071,-116.34,2006,7,576.27,0,414.18,146.52,0,15.57,6297684.84,319087.53,10708.326,109073.52,7893.0873,4653.4824,8854.317,8538.6654,12632.085,31608.351,13159.413,3486.6243
CA3409211705720060829,EMERALD,34.092,-117.057,2006,8,851.49,1.8,136.44,612.27,100.89,0.09,6400357.92,267792.39,13399.992,117321.84,10882.9827,3061.8126,10513.809,11265.75,14130.099,34734.645,20547.531,1639.8189
CA3411411662020060709,MILLARD,34.114,-116.62,2006,7,35041.59,778.95,12248.01,20350.89,1085.67,578.07,914157884.9,43663621.5,1963608.84,14158836,760721.427,619768.6236,755331.426,801267.2568,1025422.902,5564007.954,5297604.894,261215.8506
CA3432311720020060919,PINNACLES,34.323,-117.2,2006,9,1072.8,10.35,652.41,405.63,3.87,0.54,15022726.38,678498.57,32525.955,247226.4,17124.9399,8917.2621,16522.254,17807.7825,22170.969,88893.513,76474.521,3769.1091
