OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,COMPLEX_NAME,COMPLEX_INCNUM,SHAPE_Length,SHAPE_Area
27837,1930,CA,USF,LPF,CASTRO CYN,0,1930/09/02 00:00:00+00,,Smoking,,,515.14709,,Suppression (Wildfire),11,,,7355.100431,3101316.321
27734,1930,CA,USF,SRF,LUNDERVILLE,0,1930/10/05 00:00:00+00,,Miscellaneous,,,2.9873462,,Suppression (Wildfire),400662,,,510.8163567,20711.54914
23647,1930,CA,USF,SRF,DOUBLE GATE #3,0,1930/10/09 00:00:00+00,,Debris,,,12.94529,,Suppression (Wildfire),400665,,,1063.887144,89840.92821
27735,1930,CA,USF,SRF,DOUBLE GATE #1,0,1930/10/09 00:00:00+00,,Debris,,,2.987361,,Suppression (Wildfire),400663,,,511.0959011,20734.22915
27736,1930,CA,USF,SRF,DOUBLE GATE #2,0,1930/10/09 00:00:00+00,,Debris,,,2.987335,,Suppression (Wildfire),400664,,,511.1098569,20735.36091
42768,1930,CA,CCO,LAC,POTRERO NO. 42,0,1930/11/01 00:00:00+00,,Unknown/Unidentified,,,20392.506,,Suppression (Wildfire),0,,,88256.19382,120623002.3
23648,1930,CA,USF,SRF,ROUND MT.,0,1930/11/04 00:00:00+00,,Debris,,,104.55734,,Suppression (Wildfire),400666,,,3025.42207,726532.619
23649,1930,CA,USF,SRF,CONANT #2,0,1930/11/04 00:00:00+00,,Debris,,,23.898384,,Suppression (Wildfire),400667,,,1446.113724,165992.3466
23650,1930,CA,USF,SRF,CONANT #1,0,1930/11/04 00:00:00+00,,Debris,,,2.9873962,,Suppression (Wildfire),400668,,,511.2673257,20748.13853
23651,1930,CA,USF,SRF,HAYDON,0,1930/11/07 00:00:00+00,,Miscellaneous,,,5.9749742,,Suppression (Wildfire),400669,,,722.504738,41434.72915
27702,1930,CA,CCO,LAC,LEE NO. 160,0,1930/11/19 00:00:00+00,,Unknown/Unidentified,,,76.15789,,Suppression (Wildfire),0,,,4177.387073,454108.2556
34689,1931,CA,USF,LPF,EL CAPITAN,0,1931/04/07 00:00:00+00,,Miscellaneous,,,217.7574,,Suppression (Wildfire),2,,,4761.757721,1300501.788
27764,1931,CA,USF,MDF,GREAT NORTHE,0,1931/04/09 00:00:00+00,,Miscellaneous,,,156.57201,,Suppression (Wildfire),1,,,10008.0632,1135965.927
27775,1931,CA,USF,SRF,DEVILS CANYON,0,1931/04/11 00:00:00+00,,Debris,,,24.895039,,Suppression (Wildfire),300014,,,1492.034929,176701.9207
27770,1931,CA,USF,SRF,SAVORUM MOUNTAIN,0,1931/04/20 00:00:00+00,,Debris,,,7.9659967,,Suppression (Wildfire),200284,,,848.2181366,57108.18975
27771,1931,CA,USF,SRF,WILDER CREEK,0,1931/05/22 00:00:00+00,,Debris,,,4.9788361,,Suppression (Wildfire),200285,,,671.4790802,35788.89666
40064,1931,CA,NPS,KNP,ROCK CR P,0,1931/06/01 00:00:00+00,1931/06/04 00:00:00+00,Unknown/Unidentified,,65,96.114525,8,Suppression (Wildfire),1004,,,4257.742993,602638.8885
27772,1931,CA,USF,SRF,MOSQUITO GULCH #2,0,1931/06/04 00:00:00+00,,Debris,,,9.4598122,,Suppression (Wildfire),200286,,,925.2134993,67946.68422
27855,1931,CA,USF,SRF,O'BRIEN,0,1931/06/11 00:00:00+00,,Miscellaneous,,,6.9702959,,Suppression (Wildfire),300016,,,789.7456757,49505.99701
37627,1931,CA,USF,ANF,RABB,0,1931/06/13 00:00:00+00,,Unknown/Unidentified,"S.Imsand, Saugus,  6N 16W-34, Elizabeth Lk Cyn-AFA table + 1931-38 Burn 1:128320",22,20.968395,,Suppression (Wildfire),0,,,1333.426836,125456.9229
23916,1931,CA,CCO,LAC,AGOURA NO. 26,0,1931/06/22 00:00:00+00,,Unknown/Unidentified,,,364.4729,,Suppression (Wildfire),0,,,7872.817897,2159335.275
40537,1931,CA,NPS,PIP, ,,1931/06/30 00:00:00+00,1931/06/30 00:00:00+00,Unknown/Unidentified,Greenlee & Moldenke only mpd to prk bndry,2134.404518,2134.8164,6,Suppression (Wildfire),,,,27433.45921,13383961.41
22696,1931,CA,CCO,LAC,LECKLER NO. 57,0,1931/07/04 00:00:00+00,,Unknown/Unidentified,,,153.217,,Suppression (Wildfire),0,,,5421.743999,914505.5341
23446,1931,CA,USF,SRF,WINDY GAP,0,1931/07/04 00:00:00+00,,Campfire,,,61.254959,,Suppression (Wildfire),400634,,,2596.537495,425669.3131
40065,1931,CA,NPS,KNP,KERN LAKE,0,1931/07/11 00:00:00+00,1931/07/12 00:00:00+00,Smoking,,40,67.412857,8,Suppression (Wildfire),1009,,,3130.65914,420993.0173
40513,1931,CA,NPS,PIP, ,,1931/07/12 00:00:00+00,1931/07/12 00:00:00+00,Unknown/Unidentified,Greenlee & Moldenke only mpd to prk bndry,165.8651148,165.89267,6,Suppression (Wildfire),,,,4478.987906,1041883.242
27773,1931,CA,USF,SRF,F. OF PEARCH CR #1,0,1931/07/15 00:00:00+00,,Debris,,,2.9874268,,Suppression (Wildfire),200288,,,519.7894363,21445.599
27774,1931,CA,USF,SRF,F. OF PEARCH CR #2,0,1931/07/15 00:00:00+00,,Debris,,,5.9743752,,Suppression (Wildfire),200289,,,735.0470593,42885.78437
24615,1931,CA,USF,SRF,NEW RIVER BLUFF,0,1931/07/18 00:00:00+00,,Smoking,,,98.787865,,Suppression (Wildfire),300017,,,3400.601301,696600.8272
27765,1931,CA,USF,MDF,LONG BELL 2,0,1931/07/18 00:00:00+00,,Miscellaneous,,,1747.5298,,Suppression (Wildfire),49,,,17807.53923,12638674.39
27767,1931,CA,USF,MDF,SUGAR HILL,0,1931/07/19 00:00:00+00,,Miscellaneous,,,375.52478,,Suppression (Wildfire),37,,,7747.068898,2739927.947
26031,1931,CA,USF,KNF,MAPLESON FIRE,0,1931/07/21 00:00:00+00,,Smoking,,,401.93671,,Suppression (Wildfire),71,,,8165.167807,2914785.858
22693,1931,CA,CCO,LAC,HUGHES #101,0,1931/07/26 00:00:00+00,,Unknown/Unidentified,,,342.96021,,Suppression (Wildfire),0,,,8241.326899,2057576.457
27856,1931,CA,USF,SRF,OAK FLAT,0,1931/08/04 00:00:00+00,,Smoking,,,2.4894476,,Suppression (Wildfire),300021,,,471.1804816,17622.10437
27857,1931,CA,USF,SRF,CAMPBELL CREEK,0,1931/08/05 00:00:00+00,,Unknown/Unidentified,,,199.14964,,Suppression (Wildfire),300022,,,4224.034447,1416244.447
24026,1931,CA,CCO,LAC,LA JOYA 112,0,1931/08/07 00:00:00+00,,Unknown/Unidentified,,,1975.132,,Suppression (Wildfire),0,,,24741.59776,11831865.47
27766,1931,CA,USF,MDF,CAMP#42,0,1931/08/08 00:00:00+00,,Miscellaneous,,,7.70259,,Suppression (Wildfire),66,,,996.6999418,55966.67214
23832,1931,CA,USF,ENF,RUBICON,0,1931/08/09 00:00:00+00,,Unknown/Unidentified,,,1377.9857,,Suppression (Wildfire),000046G1,,,13258.07192,9235037.978
23834,1931,CA,USF,ENF,CAMP #11,0,1931/08/10 00:00:00+00,,Miscellaneous,,,200.12459,,Suppression (Wildfire),000048G1,,,4307.306354,1338497.351
27860,1931,CA,USF,SRF,HALL CREEK,0,1931/08/10 00:00:00+00,,Campfire,,,124.47433,,Suppression (Wildfire),400625,,,3290.543967,859446.2169
27768,1931,CA,USF,MDF,CAMP 1,0,1931/08/11 00:00:00+00,,Miscellaneous,,,449.94571,,Suppression (Wildfire),70,,,9165.806512,3217359.182
27858,1931,CA,USF,SRF,SHARBER SLOUGH,0,1931/08/12 00:00:00+00,,Debris,,,99.576683,,Suppression (Wildfire),300025,,,2982.762536,706188.5258
27859,1931,CA,USF,SRF,THREE CREEK,0,1931/08/18 00:00:00+00,,Debris,,,9.9573641,,Suppression (Wildfire),300030,,,943.8528965,70711.80522
37077,1931,CA,USF,ANF,FISHER,0,1931/08/19 00:00:00+00,,Unknown/Unidentified,"S.Imsand,Baldy, San Gabriel Cyn,  1N 10W-12+1N 9W-7-AFA table + 1931-38 Burn 1:*",20,21.204082,,Suppression (Wildfire),0,,,1549.21948,125714.4388
40529,1931,CA,NPS,PIP, ,,1931/08/24 00:00:00+00,1931/08/24 00:00:00+00,Unknown/Unidentified,Greenlee & Moldenke only mpd to prk bndry,12925.72838,12927.57,6,Suppression (Wildfire),,,,55480.40312,81096627.12
23445,1931,CA,USF,SRF,ATKINS CREEK,0,1931/08/25 00:00:00+00,,Smoking,,,25.937897,,Suppression (Wildfire),200290,,,1718.146188,185757.2367
27838,1931,CA,USF,LPF,CASTRO CYN,0,1931/08/25 00:00:00+00,,Smoking,,,1185.8282,,Suppression (Wildfire),12,,,11479.57854,7137279.048
27769,1931,CA,USF,MDF,FANDANGO PS,0,1931/08/30 00:00:00+00,,Miscellaneous,,,349.98462,,Suppression (Wildfire),79,,,8400.026537,2551338.962
40063,1931,CA,NPS,KNP,COW CREEK,0,1931/09/09 00:00:00+00,1931/09/10 00:00:00+00,Arson,,250,219.30708,8,Suppression (Wildfire),1017,,,6209.770081,1379196.967
27861,1931,CA,USF,SRF,JEANS RANCH,0,1931/09/12 00:00:00+00,,Miscellaneous,,,238.98315,,Suppression (Wildfire),400626,,,4573.731617,1660445.084
24613,1931,CA,USF,SRF,BROWNS RIDGE,0,1931/09/14 00:00:00+00,,Debris,,,7.9659944,,Suppression (Wildfire),400627,,,837.6710448,55696.78644
32310,1931,CA,CDF,MEU,COMPTCHE,0,1931/09/22 00:00:00+00,,Unknown/Unidentified,,,33101.59,,Suppression (Wildfire),0,,,92525.49037,223594103
32702,1931,CA,USF,LPF,BUCKHORN,0,1931/09/23 00:00:00+00,,Unknown/Unidentified,,,455.8584,,Suppression (Wildfire),207,,,7335.987654,2754429.625
23833,1931,CA,USF,ENF,HOTCHKISS,0,1931/10/07 00:00:00+00,,Miscellaneous,,,134.54922,,Suppression (Wildfire),000082G2,,,4569.617677,900277.4403
24614,1931,CA,USF,SRF,NIELSON ROAD,0,1931/10/13 00:00:00+00,,Campfire,,,2.4894521,,Suppression (Wildfire),400631,,,465.4726535,17197.73559
40514,1931,CA,NPS,PIP, ,,1931/10/29 00:00:00+00,1931/10/29 00:00:00+00,Unknown/Unidentified,Greenlee & Moldenke only mpd to prk bndry,66.84166563,66.854095,6,Suppression (Wildfire),,,,4442.421167,418700.5462
37626,1931,CA,USF,ANF,PARADISE,0,1931/11/03 00:00:00+00,,Unknown/Unidentified,"S.Imsand, Saugus,  6N 17W-33, N end Canton Cyn-AFA table + 1931-38 Burn 1:128320",24,11.165495,,Suppression (Wildfire),0,,,933.1998903,66803.34745
23990,1932,CA,CCO,LAC,DOMINQUEZ NO. 57,0,1932/06/24 00:00:00+00,,Unknown/Unidentified,,,98.463089,,Suppression (Wildfire),0,,,3764.251604,587549.149
27873,1932,CA,USF,SRF,MILLS HILL,0,1932/07/05 00:00:00+00,,Debris,,,15.932737,,Suppression (Wildfire),300035,,,1193.91899,113144.3801
37076,1932,CA,USF,ANF,TUNNEL,0,1932/07/12 00:00:00+00,,Unknown/Unidentified,"S.Imsand,Baldy, San Gabriel Cyn,  1N 10W-13-AFA table + 1931-38 Burn 1:128320",15,31.306936,,Suppression (Wildfire),0,,,1826.499255,185536.8428
23313,1932,CA,USF,SRF,N/A,0,1932/08/01 00:00:00+00,,Unknown/Unidentified,,,4.9781928,,Suppression (Wildfire),167,,,678.0799158,36495.99158
23314,1932,CA,USF,SRF,N/A,0,1932/08/15 00:00:00+00,,Miscellaneous,,,4.9783254,,Suppression (Wildfire),169,,,677.825856,36468.64959
27866,1932,CA,USF,SRF,N/A,0,1932/08/22 00:00:00+00,,Unknown/Unidentified,,,4.9785633,,Suppression (Wildfire),170,,,678.0473228,36492.52582
27926,1932,CA,USF,STF,RED CLOUD,,1932/08/23 00:00:00+00,,Arson,20090305,320,325.84515,6,Suppression (Wildfire),463,,,5970.758114,2112428.324
27874,1932,CA,USF,SRF,SALYER DITCH #5,0,1932/08/24 00:00:00+00,,Debris,,,3.9831882,,Suppression (Wildfire),300053,,,595.8398661,28180.07952
27875,1932,CA,USF,SRF,CEDAR CREEK #1,0,1932/08/28 00:00:00+00,,Debris,,,169.28087,,Suppression (Wildfire),300055,,,3893.214447,1203095.082
27876,1932,CA,USF,SRF,CEDAR CREEK #3,0,1932/08/28 00:00:00+00,,Debris,,,18.919586,,Suppression (Wildfire),300057,,,1301.652645,134484.886
31561,1932,CA,USF,STF,MIDDLE RIDGE #1,,1932/08/28 00:00:00+00,,Arson,20090305,196,196.78365,6,Suppression (Wildfire),18,,,4731.704194,1276460.574
37638,1932,CA,USF,STF,MIDDLE RIDGE #2,,1932/08/31 00:00:00+00,,Arson,20090305,87,88.766174,6,Suppression (Wildfire),19,,,3293.665026,575887.24
27867,1932,CA,USF,SRF,N/A,0,1932/09/01 00:00:00+00,,Debris,,,54.765247,,Suppression (Wildfire),172,,,2248.175198,401184.5282
26039,1932,CA,CCO,LAC,MORGAN NO. 24,0,1932/09/06 00:00:00+00,,Unknown/Unidentified,,,549.80414,,Suppression (Wildfire),0,,,9653.643981,3256634.141
34953,1932,CA,USF,LPF,MATILIJA,0,1932/09/07 00:00:00+00,,Miscellaneous,,,219999.28,,Suppression (Wildfire),23,,,226919.686,1315171333
27886,1932,CA,USF,SRF,N/A,0,1932/09/08 00:00:00+00,,Debris,,,288.52103,,Suppression (Wildfire),173,,,6481.707293,2113587.245
23312,1932,CA,USF,MDF,BUCK SPRING,0,1932/09/11 00:00:00+00,,Miscellaneous,,,28.400064,,Suppression (Wildfire),41,,,1962.648991,206917.4164
26037,1932,CA,CCO,LAC, ,0,1932/09/13 00:00:00+00,,Unknown/Unidentified,,,149.75934,,Suppression (Wildfire),0,,,4384.350254,891466.5721
27877,1932,CA,USF,SRF,LANE RIDGE,0,1932/09/19 00:00:00+00,,Miscellaneous,,,8.9616547,,Suppression (Wildfire),300063,,,893.318665,63342.62935
28006,1932,CA,USF,SRF,GRAHAM LAKE,0,1932/09/28 00:00:00+00,,Debris,,,16.788429,,Suppression (Wildfire),400613,,,1263.692892,116680.8752
27887,1932,CA,USF,SRF,BEE LAKE,0,1932/09/29 00:00:00+00,,Debris,,,498.0769,,Suppression (Wildfire),200297,,,7580.016627,3573095.383
27884,1932,CA,USF,SRF,LITTLE ROUND MT. 1-3,0,1932/09/30 00:00:00+00,,Debris,,,150.56381,,Suppression (Wildfire),400614,,,3629.732799,1045761.1
27885,1932,CA,USF,SRF,DOUGLASS,0,1932/09/30 00:00:00+00,,Debris,,,18.82028,,Suppression (Wildfire),400615,,,1282.698679,130596.7801
27878,1932,CA,USF,SRF,AMMON PRAIRIE,0,1932/10/02 00:00:00+00,,Unknown/Unidentified,,,2.4895005,,Suppression (Wildfire),300067,,,471.2892242,17630.23864
27879,1932,CA,USF,SRF,JIM JAM,0,1932/10/03 00:00:00+00,,Unknown/Unidentified,,,26.886673,,Suppression (Wildfire),300068,,,1550.569304,190838.3467
27868,1932,CA,USF,SRF,VANS CAMP,0,1932/10/05 00:00:00+00,,Unknown/Unidentified,,,27.880877,,Suppression (Wildfire),200299,,,1590.555203,200808.3053
27880,1932,CA,USF,SRF,FRIDAY RIDGE,0,1932/10/06 00:00:00+00,,Unknown/Unidentified,,,8.9616165,,Suppression (Wildfire),300070,,,893.9782844,63436.20598
27881,1932,CA,USF,SRF,SHADY CREEK,0,1932/10/06 00:00:00+00,,Unknown/Unidentified,,,7.966248,,Suppression (Wildfire),300073,,,845.4579467,56737.11687
27882,1932,CA,USF,SRF,SHARBER #3,0,1932/10/06 00:00:00+00,,Unknown/Unidentified,,,19.915621,,Suppression (Wildfire),300074,,,1334.427336,141342.627
27869,1932,CA,USF,SRF,BEANS CAMP #1,0,1932/10/08 00:00:00+00,,Unknown/Unidentified,,,6.9701748,,Suppression (Wildfire),200300,,,795.595428,50242.10362
27870,1932,CA,USF,SRF,SALAL SPRINGS #3,0,1932/10/08 00:00:00+00,,Unknown/Unidentified,,,238.97792,,Suppression (Wildfire),200301,,,4651.525955,1717410.933
27871,1932,CA,USF,SRF,RED CAP,0,1932/10/09 00:00:00+00,,Unknown/Unidentified,,,3.4852598,,Suppression (Wildfire),200302,,,559.7899428,24873.30029
27883,1932,CA,USF,SRF,HORSE TRAIL RIDGE,0,1932/10/11 00:00:00+00,,Unknown/Unidentified,,,2.9873676,,Suppression (Wildfire),300083,,,518.4246277,21333.12475
28008,1932,CA,USF,KNF,TRAPPER,0,1932/10/11 00:00:00+00,,Debris,,,17.822559,,Suppression (Wildfire),244,,,1757.896613,130570.065
27872,1932,CA,USF,SRF,BEANS CAMP #2,0,1932/10/12 00:00:00+00,,Unknown/Unidentified,,,3.4850914,,Suppression (Wildfire),200305,,,562.4853108,25113.40829
37606,1932,CA,USF,ANF,NATIONAL FOREST INN,0,1932/10/14 00:00:00+00,,Unknown/Unidentified,"S.Imsand,Saugus,Ridge Route 1926 map; related FID 184+NFI#2-AFA 1931-1940 table*",1225,1210.264,,Suppression (Wildfire),0,,,14398.38677,7246339.106
37623,1932,CA,USF,ANF,NATIONAL FOREST INN,0,1932/10/14 00:00:00+00,,Unknown/Unidentified,"S.Imsand, Saugus, ADDN to editFID0-AFA 1931-1940 Transp.map 1:260100",1225,1075.5538,,Suppression (Wildfire),0,,,15607.38037,6437785.215
26034,1932,CA,CCO,LAC,WILSON CYN,0,1932/10/15 00:00:00+00,,Unknown/Unidentified,,,755.94238,,Suppression (Wildfire),0,,,12753.07657,4500280.779
37628,1932,CA,USF,ANF,NATIONAL FOREST INN #2,0,1932/10/24 00:00:00+00,,Unknown/Unidentified,"S.Imsand, Saugus,  6N 18W-15,16, bet Castaic & Redrock Cyns-AFA table + 1931-38*",125,147.81902,,Suppression (Wildfire),0,,,3807.740239,885242.4456
26038,1932,CA,CCO,LAC,UNIVERSAL CITY #198,0,1932/10/25 00:00:00+00,,Unknown/Unidentified,,,55.015728,,Suppression (Wildfire),0,,,2436.472928,325817.8475
26036,1932,CA,CCO,LAC,GEO F CYN NO 204,0,1932/11/11 00:00:00+00,,Unknown/Unidentified,,,171.38403,,Suppression (Wildfire),0,,,4040.471501,1006362.102
28012,1933,CA,CCO,LAC,AGOURA NO. 2,0,1933/01/10 00:00:00+00,,Unknown/Unidentified,,,314.9404,,Suppression (Wildfire),0,,,8862.948981,1864886.636
23382,1933,CA,USF,ENF,HOTCHKISS HILL,0,1933/03/20 00:00:00+00,,Miscellaneous,,,25.716013,,Suppression (Wildfire),000001G1,,,1553.48871,172135.0257
37611,1933,CA,USF,ANF,BOQUET DAM,0,1933/04/11 00:00:00+00,,Unknown/Unidentified,"S.Imsand, Saugus, Bouquet Dam area near Jackson Ranch-AFA 1931-1940 table+map 1*",55,37.303459,,Suppression (Wildfire),0,,,1787.68358,223234.3255
23764,1933,CA,CCO,VNC,RED MOUNTAIN,0,1933/06/01 00:00:00+00,,Unknown/Unidentified,,,67.504562,,Suppression (Wildfire),0,,,2645.877052,401785.7586
28044,1933,CA,USF,KNF,ROBERTS,0,1933/06/01 00:00:00+00,,Miscellaneous,,,49.966091,,Suppression (Wildfire),13,,,2760.173547,363750.39
37079,1933,CA,USF,ANF,BOULDER CANYON,0,1933/07/01 00:00:00+00,,Unknown/Unidentified,"S.Imsand,Valyermo, Boulder Cyn,  4N 8W-28-AFA table + 1931-38 Burn 1:128320",17.5,40.406391,,Suppression (Wildfire),0,,,2272.722322,240818.4963
28045,1933,CA,USF,KNF,EVERILL GULCH,0,1933/07/20 00:00:00+00,,Smoking,,,110.15908,,Suppression (Wildfire),27,,,4521.370186,803039.2081
28036,1933,CA,USF,MDF,SUGAR HILL,0,1933/08/01 00:00:00+00,,Miscellaneous,,,161.50006,,Suppression (Wildfire),16,,,5099.924816,1177977.946
23383,1933,CA,USF,ENF,CAMP 11#1,0,1933/08/09 00:00:00+00,,Miscellaneous,,,89.156647,,Suppression (Wildfire),000034G1,,,3016.978988,596625.1101
28038,1933,CA,USF,SRF,N/A,0,1933/08/15 00:00:00+00,,Debris,,,4.9788384,,Suppression (Wildfire),180,,,676.8108511,36359.50836
28046,1933,CA,USF,KNF,SOAP CREEK,0,1933/08/15 00:00:00+00,,Arson,,,981.27588,,Suppression (Wildfire),40,,,11809.91769,7123648.283
40011,1933,CA,NPS,KNP,BEAR MTN,0,1933/08/18 00:00:00+00,1933/08/20 00:00:00+00,Equipment Use,,9000,487.22412,8,Suppression (Wildfire),3028,,,10898.97571,3065148.968
28035,1933,CA,USF,MDF,TIMBER MT.,0,1933/08/19 00:00:00+00,,Unknown/Unidentified,,,26.625784,,Suppression (Wildfire),44,,,4494.530899,193105.8877
34685,1933,CA,USF,LPF,INDIAN CYN,0,1933/08/19 00:00:00+00,,Smoking,,,38223.438,,Suppression (Wildfire),17,,,67335.53745,229169814
28043,1933,CA,USF,SRF,MEYERS,0,1933/08/25 00:00:00+00,,Debris,,,9.8584595,,Suppression (Wildfire),400609,,,926.142785,68083.05223
33839,1933,CA,USF,ANF,ARRASTRE CANYON,0,1933/09/01 00:00:00+00,,Unknown/Unidentified,"S.Imsand,Tujunga, 4N 12W-31, N side Mt. Gleason-AFA table + 1931-38 Burn 1:1283*",15,27.001312,,Suppression (Wildfire),0,,,1791.61814,160856.1466
23385,1933,CA,USF,ENF,STEELEY,0,1933/09/08 00:00:00+00,,Miscellaneous,,,15.278354,,Suppression (Wildfire),000059C1,,,1165.977384,101441.3503
28039,1933,CA,USF,SRF,N/A,0,1933/09/08 00:00:00+00,,Unknown/Unidentified,,,4.9786239,,Suppression (Wildfire),184,,,677.2533195,36407.05969
28047,1933,CA,USF,KNF,LIMESTONE,0,1933/09/10 00:00:00+00,,Miscellaneous,,,212.67888,,Suppression (Wildfire),56,,,5696.232397,1519278.628
28040,1933,CA,USF,SRF,N/A,0,1933/09/15 00:00:00+00,,Unknown/Unidentified,,,54.764557,,Suppression (Wildfire),185,,,2245.680055,400294.0314
28041,1933,CA,USF,SRF,N/A,0,1933/09/22 00:00:00+00,,Smoking,,,4.978456,,Suppression (Wildfire),186,,,676.9326709,36372.59684
28042,1933,CA,USF,SRF,N/A,0,1933/09/29 00:00:00+00,,Smoking,,,4.9785023,,Suppression (Wildfire),187,,,677.3975833,36422.57433
43154,1933,CA,LRA,LAC,GRIFFITH PARK,0,1933/10/03 00:00:00+00,1933/10/03 00:00:00+00,Arson,"By CA_SMP from 10/'33 oblique air, 1/'34 air pics,",47,47.111866,7,Suppression (Wildfire),,,,3816.877745,279023.7343
23762,1933,CA,CCO,LAC,MONTROSE/LA CRESC,0,1933/11/21 00:00:00+00,,Unknown/Unidentified,,,5094.7651,,Suppression (Wildfire),0,,,35461.93342,30250662.93
28056,1934,CA,USF,ENF,SLATE MOUNTAIN,0,1934/03/11 00:00:00+00,,Miscellaneous,,,396.41263,,Suppression (Wildfire),00001G1_,,,6393.805071,2649291.231
40012,1934,CA,NPS,KNP,TRAVGER #,0,1934/03/13 00:00:00+00,1934/03/13 00:00:00+00,Debris,,60,67.178261,8,Suppression (Wildfire),4002,,,3586.216915,420905.0397
28054,1934,CA,USF,ENF,PATTERSON,0,1934/03/21 00:00:00+00,,Miscellaneous,,,61.651604,,Suppression (Wildfire),000004G4,,,2416.343577,412353.8289
25384,1934,CA,USF,KNF,SAW MILL RIDGE,0,1934/04/07 00:00:00+00,,Smoking,,,30.059412,,Suppression (Wildfire),2,,,2096.905822,217995.5199
25385,1934,CA,USF,KNF,DEADMAN,0,1934/05/22 00:00:00+00,,Playing with Fire,,,82.132683,,Suppression (Wildfire),7,,,3367.329929,599833.1169
28049,1934,CA,CCO,VNC,LOS SAUCES,0,1934/06/01 00:00:00+00,,Unknown/Unidentified,,,42.969971,,Suppression (Wildfire),0,,,2792.790577,255772.1598
25373,1934,CA,USF,MDF,BORDER MT.,0,1934/06/19 00:00:00+00,,Unknown/Unidentified,,,9.3321581,,Suppression (Wildfire),20,,,1422.549158,67361.34124
23607,1934,CA,USF,SQF,SOUTH FORK,0,1934/07/05 00:00:00+00,,Miscellaneous,,,2402.7869,,Suppression (Wildfire),44,,,18831.32462,15146250.49
40014,1934,CA,NPS,KNP,SOUTH FOR,0,1934/07/05 00:00:00+00,1934/07/07 00:00:00+00,Unknown/Unidentified,,400,529.17102,8,Suppression (Wildfire),4014,,,9175.873214,3307877.835
32987,1934,CA,CDF,TUU,CASE MTN,0,1934/07/07 00:00:00+00,1934/07/18 00:00:00+00,Unknown/Unidentified,,1000,1633.3268,8,Suppression (Wildfire),4015,,,16648.04174,10233077.27
25380,1934,CA,USF,SRF,ROUGH GULCH,0,1934/07/12 00:00:00+00,,Unknown/Unidentified,,,8.9622917,,Suppression (Wildfire),400602,,,886.3572275,62359.22927
25375,1934,CA,USF,MDF,ZAMBONI,0,1934/07/20 00:00:00+00,,Miscellaneous,,,1560.0818,,Suppression (Wildfire),60,,,21393.02347,11367339.28
40013,1934,CA,NPS,KNP,TRAUGER,0,1934/07/21 00:00:00+00,1934/07/22 00:00:00+00,Smoking,,240,206.42714,8,Suppression (Wildfire),4017,,,6125.064462,1293197.407
28048,1934,CA,CCO,LAC,BROWN MTN NO. 29,0,1934/07/26 00:00:00+00,,Unknown/Unidentified,,,3772.2361,,Suppression (Wildfire),0,,,20786.48248,22388280.33
25372,1934,CA,USF,MDF,MOUSE SPR.,0,1934/07/27 00:00:00+00,,Miscellaneous,,,13.443344,,Suppression (Wildfire),67,,,1288.054196,98210.39187
25376,1934,CA,USF,SRF,N/A,0,1934/08/01 00:00:00+00,,Unknown/Unidentified,,,4.9782343,,Suppression (Wildfire),189,,,677.3616264,36418.71368
25374,1934,CA,USF,MDF,RELEFORD,0,1934/08/06 00:00:00+00,,Miscellaneous,,,471.70703,,Suppression (Wildfire),74,,,9931.943571,3417959.772
28061,1934,CA,USF,ENF,TIMM,0,1934/08/06 00:00:00+00,,Miscellaneous,,,39.488003,,Suppression (Wildfire),000054G2,,,2076.867458,263676.2346
25377,1934,CA,USF,SRF,N/A,0,1934/08/08 00:00:00+00,,Smoking,,,4.9783421,,Suppression (Wildfire),190,,,676.9103111,36370.19487
25386,1934,CA,USF,KNF,ANDERSEN RANCH,0,1934/08/08 00:00:00+00,,Smoking,,,105.13684,,Suppression (Wildfire),69,,,5245.593793,762689.5675
25387,1934,CA,USF,KNF,MCADAMS CREEK,0,1934/08/09 00:00:00+00,,Smoking,,,13.029517,,Suppression (Wildfire),70,,,1414.444089,94639.95989
25654,1934,CA,USF,KNF,EAST FORK #1,0,1934/08/11 00:00:00+00,,Arson,,,116.12355,,Suppression (Wildfire),74,,,4451.764672,831671.2457
35523,1934,CA,USF,KNF,BIG GULCH,0,1934/08/12 00:00:00+00,,Arson,,,140.16838,,Suppression (Wildfire),75,,,4542.220775,1010485.664
28060,1934,CA,USF,ENF,MULE CANYON,0,1934/08/17 00:00:00+00,,Unknown/Unidentified,,,29.065466,,Suppression (Wildfire),000066P1,,,1656.908174,193479.0738
40515,1934,CA,NPS,PIP, ,,1934/08/22 00:00:00+00,1934/08/22 00:00:00+00,Unknown/Unidentified,Greenlee & Moldenke only mpd to prk bndry,0.919072328,0.91920018,6,Suppression (Wildfire),,,,273.6746272,5765.716867
25655,1934,CA,USF,KNF,DUTCH CREEK,0,1934/08/25 00:00:00+00,,Unknown/Unidentified,,,22.237942,,Suppression (Wildfire),85,,,1581.912941,162695.2122
25656,1934,CA,USF,KNF,BUCKHORN CREEK,0,1934/08/26 00:00:00+00,,Unknown/Unidentified,,,22.101278,,Suppression (Wildfire),87,,,1751.9032,161443.9575
